Gender,ParentMaritalStatus,Maths,Reading,Writing
female,single,58,64,56
male,married,78,74,76
male,married,74,71,73
female,widowed,51,70,66
male,married,78,61,65
male,married,47,49,47
male,,85,81,81
female,single,55,58,63
female,married,38,48,46
male,married,41,46,43
male,single,59,60,58
female,married,59,74,79
female,divorced,52,56,58
male,married,72,75,75
male,single,73,57,59
female,divorced,40,58,57
male,married,73,83,79
male,married,54,48,47
male,married,63,62,54
female,,67,88,82
female,married,55,75,72
male,married,58,51,44
male,married,94,86,82
female,married,61,70,69
male,,75,64,68
female,single,40,56,56
male,married,88,81,78
female,single,52,61,69
female,married,57,65,59
male,single,70,76,69
male,married,64,71,63
male,married,56,55,49
female,divorced,75,84,79
female,married,71,72,71
female,single,87,89,84
male,single,91,72,82
male,divorced,76,88,76
female,single,63,80,74
male,married,75,65,70
female,single,84,100,94
male,divorced,76,80,72
female,single,62,72,68
female,married,63,71,72
male,married,100,93,88
male,married,68,70,66
female,divorced,55,63,69
male,married,82,70,72
male,single,100,91,90
female,married,29,39,35
male,,78,65,75
female,married,40,53,52
female,divorced,72,78,79
male,married,56,51,49
male,married,38,46,39
male,married,79,66,71
male,married,66,57,64
male,married,69,61,60
male,married,59,59,61
male,married,69,68,62
female,married,78,81,78
male,married,51,45,44
male,married,66,69,62
female,divorced,67,64,65
male,single,72,64,59
male,married,66,56,48
female,single,51,68,67
female,married,78,89,94
male,single,76,70,63
male,married,43,45,38
female,married,48,62,62
female,married,55,67,67
male,,81,76,69
female,married,64,78,76
female,married,59,56,58
female,single,44,54,53
male,single,90,93,85
male,married,61,53,57
male,married,87,79,76
male,divorced,37,37,38
female,single,55,63,70
female,single,42,45,49
female,married,46,55,51
female,married,76,66,77
male,married,59,57,50
male,divorced,90,86,92
female,divorced,53,64,67
male,widowed,100,85,83
female,married,59,67,71
male,married,79,69,75
male,married,84,81,76
male,divorced,90,86,87
male,single,67,67,63
male,divorced,94,99,97
female,married,76,94,93
female,married,71,77,74
female,divorced,76,82,83
male,married,75,66,67
female,married,45,51,43
female,married,54,63,72
male,divorced,77,59,61
male,married,100,100,100
male,married,45,45,49
female,married,51,54,52
female,divorced,69,74,75
male,divorced,71,74,71
female,married,57,55,63
female,divorced,65,79,85
male,divorced,72,69,64
male,divorced,55,49,41
male,married,73,69,73
male,single,87,84,82
female,married,94,100,100
male,single,47,38,42
male,married,71,60,59
male,married,45,45,44
male,married,78,77,71
male,married,81,79,72
female,married,51,63,56
female,married,70,93,88
male,married,45,47,38
male,single,46,39,34
female,married,53,59,61
female,married,71,62,72
female,married,56,55,55
male,married,74,76,71
female,divorced,63,62,65
male,married,65,51,52
female,married,62,70,75
female,single,71,70,69
male,married,71,77,68
male,divorced,56,58,59
female,married,83,89,95
female,married,66,77,76
female,married,80,84,82
female,single,65,69,61
female,married,41,62,58
female,divorced,70,71,79
male,married,70,62,65
male,married,80,82,79
female,married,66,79,76
male,married,72,70,59
female,single,91,98,98
male,married,58,43,51
female,married,84,92,91
male,divorced,69,56,55
female,divorced,70,75,71
female,married,59,68,65
female,married,69,79,80
male,single,94,79,86
male,married,88,73,75
female,married,68,73,71
female,married,62,78,77
male,divorced,81,85,78
female,divorced,72,88,72
male,married,53,50,53
female,married,65,61,64
male,married,75,66,71
female,single,71,80,90
female,married,66,75,76
male,single,63,66,57
male,single,60,55,51
male,married,55,50,53
female,married,72,82,82
female,,45,61,53
male,married,77,73,66
female,divorced,67,73,71
male,single,90,86,98
male,married,91,76,85
female,married,68,78,76
male,married,99,92,96
female,married,84,98,92
male,married,53,45,45
male,single,80,71,65
male,married,53,45,55
male,married,53,38,38
female,single,49,62,60
male,divorced,76,77,67
female,single,60,69,69
female,married,80,85,85
male,married,63,53,51
female,married,61,71,66
female,married,77,79,85
male,single,70,57,61
male,married,25,27,16
male,,87,87,92
female,single,67,87,87
female,married,43,44,40
male,married,85,81,79
male,married,72,67,61
male,,66,66,71
female,widowed,44,65,56
male,married,82,87,81
male,divorced,79,75,75
male,single,63,47,53
female,single,47,56,59
female,,49,58,59
male,married,49,29,36
female,divorced,59,60,58
male,married,83,75,78
female,,66,61,67
male,married,70,75,72
female,married,74,81,78
female,married,62,77,75
female,single,74,84,84
female,divorced,72,82,86
female,divorced,56,72,68
male,married,77,64,68
female,divorced,44,59,59
male,married,53,53,47
male,married,83,77,71
male,married,75,72,77
male,married,81,70,72
male,single,77,80,76
female,married,53,61,66
female,single,47,55,54
female,single,73,72,73
male,married,58,48,55
female,married,34,54,46
male,single,83,76,85
male,single,32,30,24
male,married,81,74,65
female,single,60,79,71
female,divorced,71,86,78
female,single,56,70,66
female,married,80,87,86
female,single,71,79,80
female,married,67,77,70
female,single,72,74,78
female,married,46,62,63
female,married,47,57,60
male,married,83,79,69
female,married,67,83,84
male,married,56,49,44
male,single,82,78,70
male,,57,67,60
male,married,81,71,73
male,married,72,65,64
male,married,63,55,53
male,single,71,67,67
female,married,87,99,100
female,single,76,89,90
male,married,77,84,85
male,married,54,47,47
male,married,61,48,49
male,single,63,53,43
male,married,71,74,74
male,married,79,83,78
female,single,80,87,81
female,married,85,96,100
male,single,53,48,52
male,married,45,33,30
male,divorced,88,75,80
female,single,68,76,79
female,married,75,87,84
female,single,82,83,90
female,married,64,72,65
male,married,61,57,48
female,single,88,92,94
male,married,86,81,80
male,married,71,78,78
female,married,86,84,91
female,married,80,88,88
male,married,96,81,75
male,divorced,85,72,74
female,married,95,100,100
female,married,60,65,62
female,married,53,64,67
female,married,77,91,96
female,married,62,72,75
male,divorced,71,64,68
female,married,72,91,91
female,divorced,80,73,85
female,married,46,58,60
female,single,45,55,56
female,single,71,87,85
male,married,75,68,62
female,married,59,71,78
male,married,74,65,64
male,married,85,73,70
female,divorced,78,82,76
male,divorced,74,70,73
male,married,42,51,48
male,married,72,67,66
female,married,77,92,95
male,married,69,64,69
male,single,65,52,52
female,divorced,43,47,43
female,married,35,46,43
female,married,67,75,69
female,married,58,68,71
male,single,99,85,97
male,single,94,92,89
male,married,47,46,44
female,single,50,61,62
male,divorced,65,56,59
female,single,60,63,66
female,married,69,77,78
female,single,47,56,62
male,single,75,80,76
male,married,85,72,75
female,,64,69,65
female,married,51,58,56
female,married,62,62,61
male,married,73,62,57
female,married,42,46,48
male,married,69,64,60
male,married,65,62,55
female,divorced,43,53,48
female,married,65,77,76
male,,91,88,87
female,married,56,58,61
female,married,66,66,67
male,divorced,60,69,68
male,married,42,36,40
female,single,73,85,88
female,married,83,84,90
female,,54,64,67
female,single,64,62,68
male,married,47,41,36
female,single,79,94,92
male,divorced,87,72,71
female,married,43,59,47
female,married,46,51,51
female,married,62,75,76
female,single,74,84,90
male,married,64,54,54
male,divorced,59,49,53
male,single,82,75,71
male,widowed,62,58,52
female,married,44,62,66
male,single,69,76,69
male,single,72,68,75
female,married,57,77,65
male,married,81,93,84
female,married,70,85,82
male,single,74,82,74
female,single,54,78,75
female,single,17,43,37
female,married,64,66,79
male,divorced,62,56,58
female,married,57,83,76
male,married,66,59,56
female,married,23,52,45
male,married,81,73,69
female,,72,78,72
female,married,73,78,80
male,divorced,55,56,49
female,married,56,65,62
male,divorced,82,76,79
female,divorced,29,39,42
female,divorced,74,85,89
female,married,57,77,67
male,married,59,58,53
male,married,55,48,46
male,married,70,66,60
male,divorced,59,58,55
female,married,57,71,66
male,married,56,61,55
female,married,69,84,79
female,married,53,75,67
female,married,79,82,84
female,single,74,80,73
male,widowed,96,96,94
female,married,76,91,92
female,divorced,78,99,99
female,divorced,61,64,69
male,divorced,72,65,64
male,married,45,59,53
female,single,26,49,43
male,married,69,68,66
male,single,59,56,57
female,divorced,86,83,72
female,divorced,84,94,94
female,divorced,82,95,91
male,divorced,51,46,39
male,married,60,52,49
female,single,79,80,85
male,married,71,66,72
male,divorced,77,70,74
female,married,49,65,70
male,single,86,80,73
male,married,59,63,60
male,single,64,66,66
female,married,44,57,50
male,married,73,68,78
female,single,96,97,96
female,divorced,75,85,80
male,married,79,67,73
male,married,60,53,49
female,married,56,61,62
female,married,78,93,99
female,married,59,67,62
female,married,63,77,69
male,married,70,70,75
male,married,62,61,62
female,married,51,66,65
female,single,52,64,53
female,single,49,71,72
female,married,48,63,62
male,divorced,41,44,42
male,married,57,66,64
female,single,81,92,96
female,single,50,53,54
male,divorced,100,100,95
female,widowed,57,75,79
male,divorced,75,79,71
female,married,93,90,84
male,married,84,65,70
male,married,67,57,55
male,single,73,67,57
female,married,47,50,50
male,single,66,71,67
male,married,77,72,67
female,married,81,87,88
male,divorced,63,61,55
male,married,62,59,55
female,married,38,36,42
male,married,93,97,94
male,married,48,50,45
male,divorced,54,66,59
female,divorced,38,45,48
male,,68,69,67
male,married,57,61,67
female,married,83,93,98
female,single,73,79,81
female,married,90,94,99
male,divorced,88,76,73
female,married,73,87,90
female,single,73,82,76
female,divorced,58,65,57
male,married,51,47,46
female,single,59,50,57
female,married,63,66,64
female,married,39,64,58
female,single,80,90,85
female,married,62,84,84
male,single,68,58,60
male,married,55,45,43
female,married,71,90,87
female,,66,76,83
female,married,86,90,85
male,married,99,82,82
female,married,56,79,76
female,married,58,64,64
female,divorced,63,70,76
male,single,98,89,86
female,single,54,70,71
female,divorced,61,66,69
female,married,71,75,77
female,married,44,51,57
female,divorced,74,64,68
male,widowed,71,63,60
male,married,65,69,70
female,married,55,73,76
male,divorced,41,46,39
female,married,84,82,83
male,married,69,57,65
male,divorced,62,58,54
male,single,43,53,47
male,married,75,69,67
male,married,84,82,81
female,married,59,71,67
male,single,70,64,65
male,divorced,67,59,57
male,married,98,86,78
male,,66,64,66
female,married,94,95,95
male,married,49,59,53
male,,75,64,64
female,single,29,34,33
male,single,71,74,76
male,married,59,69,64
male,single,55,57,58
female,single,93,99,99
female,divorced,75,84,88
male,married,66,53,54
male,married,67,62,57
female,single,65,75,78
male,divorced,96,88,100
male,divorced,76,74,80
female,single,41,62,55
female,married,59,61,63
female,single,52,70,68
female,married,61,65,67
male,married,58,44,53
female,divorced,92,93,95
male,widowed,77,76,72
male,married,98,77,80
female,married,63,77,80
male,single,58,52,57
male,married,57,59,53
female,,63,73,76
male,married,75,62,60
male,married,83,80,75
female,married,50,53,52
female,married,71,85,80
male,married,56,56,52
male,single,54,48,43
female,divorced,46,51,52
male,single,66,74,71
male,single,74,65,66
female,married,74,80,84
male,,67,69,71
male,married,84,71,77
male,single,75,84,66
male,married,58,68,70
female,divorced,42,54,54
male,,68,75,66
male,divorced,62,56,56
male,married,85,80,83
female,married,67,76,78
male,married,69,65,60
female,divorced,77,93,87
male,married,70,76,72
male,married,70,63,66
male,married,91,83,79
female,married,71,74,80
male,single,63,61,58
male,married,74,80,83
male,married,53,49,47
female,divorced,39,50,49
female,married,53,71,77
female,single,75,76,79
male,married,54,58,54
male,single,99,85,94
female,divorced,71,77,80
male,single,64,59,60
female,single,68,76,82
male,married,53,59,52
male,single,72,54,58
male,divorced,67,61,63
male,married,83,78,74
male,married,58,61,59
male,married,60,66,58
male,single,89,77,80
male,single,83,68,71
female,married,46,61,57
female,married,73,81,84
female,married,77,83,90
female,divorced,58,70,69
female,married,59,63,65
male,married,64,57,62
female,single,29,43,43
female,divorced,73,93,93
male,divorced,56,61,52
male,married,65,75,76
female,married,82,82,94
female,single,86,93,92
male,single,58,62,63
female,divorced,88,98,93
female,divorced,65,73,71
male,married,48,48,43
male,married,51,38,43
female,married,82,84,89
male,married,89,80,83
female,married,58,60,67
female,divorced,48,65,61
male,single,62,65,63
male,married,75,70,62
female,single,31,42,45
female,married,80,81,79
female,single,74,81,82
female,single,59,79,88
male,married,95,89,89
male,married,53,49,47
male,married,62,46,49
female,single,66,74,82
male,single,73,68,67
female,married,57,69,76
female,married,76,92,95
male,single,57,48,49
female,married,71,76,78
male,married,57,62,57
male,married,43,39,38
male,single,90,81,75
female,divorced,89,94,93
female,married,60,70,68
male,married,57,56,60
male,married,85,83,88
female,single,74,77,77
male,divorced,70,60,63
female,single,67,88,87
female,single,66,68,62
female,divorced,70,82,78
female,married,67,71,74
female,married,66,75,77
female,widowed,60,75,74
male,married,64,60,63
female,married,63,68,63
male,married,89,87,85
male,divorced,70,75,80
male,married,67,52,56
male,single,86,74,74
male,,66,65,65
male,single,71,63,66
male,married,84,77,79
male,married,65,53,50
male,married,66,65,62
male,divorced,65,53,59
male,married,70,61,61
female,married,80,93,89
male,single,63,66,58
female,married,87,84,84
male,single,83,81,72
male,married,78,77,69
female,married,76,84,81
female,married,51,53,58
male,married,100,87,86
female,single,49,63,55
male,single,82,73,78
female,divorced,71,72,73
male,single,51,53,52
female,married,86,89,93
male,married,64,62,59
male,married,78,73,75
female,married,62,71,77
male,,65,58,66
female,married,47,64,71
female,single,65,65,69
female,widowed,49,60,57
female,married,46,65,67
female,married,85,86,83
female,single,70,85,80
male,married,62,60,59
female,married,40,63,63
female,single,46,60,59
male,married,51,54,55
female,married,46,54,56
female,divorced,59,66,69
male,divorced,80,78,80
female,married,64,84,86
female,divorced,68,90,89
female,married,44,59,55
female,divorced,39,39,40
male,divorced,70,66,61
male,divorced,80,79,84
male,married,72,59,61
female,married,60,66,66
female,married,61,78,69
male,married,84,80,83
female,married,59,75,74
female,single,64,69,72
female,married,43,49,50
male,married,52,60,51
female,married,62,78,80
female,married,38,55,61
female,divorced,64,78,72
female,married,62,67,64
female,married,60,75,73
female,married,64,77,78
male,married,67,75,70
male,married,67,65,65
male,single,69,62,61
male,,86,83,78
male,married,64,61,58
female,married,70,80,77
female,,63,60,58
female,married,30,53,51
female,married,64,70,76
female,married,64,76,77
male,divorced,72,64,67
female,divorced,56,59,59
female,married,56,60,65
male,married,76,78,78
female,divorced,61,66,61
male,married,89,73,73
male,single,88,74,73
female,divorced,29,45,40
male,married,58,41,42
male,married,78,76,68
female,,77,84,87
male,divorced,80,77,73
male,married,34,36,39
female,divorced,59,72,72
male,married,67,57,62
female,single,55,63,65
male,divorced,96,91,89
female,single,56,65,77
female,single,50,52,58
male,widowed,90,63,67
female,single,77,89,88
female,,91,94,95
female,divorced,81,87,91
male,single,82,78,78
female,single,41,53,47
female,married,75,95,94
male,single,68,66,60
female,married,53,60,70
male,,65,71,65
male,married,82,80,74
male,divorced,61,58,51
female,married,70,70,70
female,single,52,55,53
female,married,88,85,83
male,married,70,68,64
male,married,48,54,51
male,divorced,76,60,55
male,divorced,100,87,96
male,single,39,32,33
female,divorced,64,65,78
male,married,91,80,79
female,single,50,59,52
male,single,64,65,60
female,,40,65,64
male,single,47,56,52
female,divorced,67,69,76
female,married,66,71,65
female,divorced,58,59,63
female,single,77,77,80
female,married,67,72,71
male,single,56,46,48
female,divorced,58,65,73
female,single,73,70,78
male,married,63,50,52
male,married,78,80,79
female,single,75,81,84
male,married,71,74,65
male,single,84,65,75
male,divorced,73,62,67
female,married,56,70,69
female,single,72,81,70
male,married,66,59,61
male,married,36,31,26
female,divorced,54,55,55
female,divorced,69,74,74
female,married,67,76,78
male,married,66,73,72
male,single,97,85,91
male,married,64,56,52
male,widowed,92,79,79
female,single,70,79,82
male,,80,63,67
male,married,75,68,74
female,married,71,78,79
female,married,51,63,67
male,married,75,78,70
male,married,61,56,57
female,married,91,97,91
male,divorced,57,54,40
female,married,75,89,89
male,married,46,38,38
male,divorced,55,48,48
female,married,55,59,49
female,single,36,48,38
female,married,69,87,85
male,married,60,73,69
female,single,38,58,48
male,divorced,68,81,78
male,married,59,49,53
female,divorced,76,92,85
male,married,65,69,70
female,single,82,86,90
male,married,79,73,75
male,married,76,75,76
female,married,79,78,73
female,married,55,67,60
male,single,100,96,94
male,married,86,83,88
female,divorced,62,64,64
male,married,64,73,65
female,single,63,70,73
female,married,44,51,56
female,single,41,62,64
female,married,68,77,74
female,married,37,51,48
male,married,47,51,48
female,single,49,65,58
male,married,47,37,45
male,divorced,88,85,81
female,married,91,94,97
female,married,78,87,85
female,married,62,68,76
male,married,89,73,76
male,married,84,72,73
female,married,56,65,58
female,married,59,58,63
male,married,77,70,70
female,divorced,82,88,91
male,single,61,52,50
female,single,41,51,59
male,divorced,66,55,51
female,divorced,73,74,84
female,married,77,74,78
female,married,73,91,86
female,married,50,71,62
male,single,55,65,60
male,married,56,65,62
male,single,73,72,81
male,married,55,57,53
female,married,98,92,95
male,married,60,62,57
male,divorced,48,37,35
female,married,50,71,61
female,married,75,75,75
male,single,48,45,49
male,single,61,61,61
male,single,59,57,63
male,married,51,39,38
female,,57,67,62
male,divorced,69,70,70
female,married,53,65,65
female,married,78,85,94
female,single,64,79,79
female,married,57,65,63
female,married,68,78,83
male,divorced,82,86,81
female,married,63,87,82
female,divorced,69,62,67
male,married,58,64,61
female,divorced,54,65,66
male,married,61,69,62
female,married,88,86,85
female,married,48,57,53
female,,47,61,50
female,married,69,75,84
female,married,77,83,85
male,married,96,93,89
female,married,84,93,93
male,divorced,78,72,67
male,divorced,70,66,65
female,widowed,79,81,80
male,married,71,65,72
male,married,54,54,53
female,single,67,76,71
male,divorced,48,46,40
female,married,63,71,76
female,married,83,85,87
male,married,67,67,66
female,single,59,61,63
female,married,61,66,63
male,single,60,47,52
male,married,87,69,73
male,single,90,70,63
male,divorced,89,88,84
male,married,63,66,64
female,divorced,74,80,76
female,married,57,74,70
male,single,61,46,43
male,married,56,60,57
female,single,56,68,67
male,single,87,85,88
male,married,40,44,40
female,married,43,59,51
female,single,79,93,92
male,single,61,54,52
male,married,61,59,52
male,single,85,74,65
female,married,65,69,62
male,married,60,58,55
male,divorced,77,68,69
male,widowed,83,75,63
female,married,63,72,65
male,divorced,61,55,53
female,married,70,83,77
female,single,73,81,76
female,married,79,90,91
female,married,98,97,98
female,single,57,76,74
male,single,98,92,94
female,,55,57,59
female,single,68,92,89
male,married,50,50,46
male,,64,55,53
male,single,61,62,54
male,divorced,79,73,72
female,married,82,86,81
female,,29,49,51
male,married,70,74,69
female,single,76,80,77
male,married,62,65,70
female,married,76,78,81
male,single,50,54,40
female,married,77,77,69
male,married,58,54,47
female,divorced,35,40,35
female,single,66,81,83
female,married,80,85,91
female,married,44,55,54
female,married,53,60,54
female,married,76,79,84
male,single,60,59,60
female,married,30,44,41
female,married,61,74,66
male,married,61,54,51
female,widowed,58,70,71
female,married,56,64,62
male,married,75,69,71
female,married,60,76,77
female,single,50,59,48
female,widowed,71,75,72
female,widowed,47,54,54
male,divorced,58,66,61
male,married,59,59,55
male,divorced,51,53,50
male,married,87,97,93
female,single,41,47,51
female,single,64,68,66
male,single,43,54,45
female,married,44,68,64
male,married,61,54,54
male,married,82,71,76
female,divorced,43,55,51
female,married,69,95,95
male,single,85,80,77
female,single,48,47,43
female,married,41,57,51
female,married,73,81,85
male,single,76,70,68
female,divorced,64,72,72
male,married,78,78,75
male,,59,66,63
female,married,58,46,54
male,single,75,73,70
male,divorced,70,77,71
female,married,52,64,61
male,married,92,71,77
female,married,50,60,64
female,married,81,94,100
male,married,80,66,67
male,divorced,69,60,66
female,single,83,93,89
female,single,73,78,83
male,married,76,71,62
male,single,73,75,70
male,married,93,77,81
female,married,77,74,74
female,widowed,60,59,54
male,married,72,77,79
male,married,65,75,69
male,married,79,78,74
female,divorced,76,85,88
female,married,53,61,63
female,married,57,53,54
male,divorced,74,57,63
male,divorced,77,71,68
female,married,59,77,80
female,married,48,57,61
female,single,57,67,66
female,married,33,47,52
male,single,72,61,64
male,married,87,84,84
male,divorced,76,78,78
female,single,65,71,67
male,single,73,81,79
male,married,65,73,62
female,married,68,69,65
female,married,61,73,69
female,single,52,76,75
male,married,59,56,59
female,married,45,66,64
female,married,44,65,58
female,married,57,63,66
male,married,59,56,52
female,married,69,70,72
male,widowed,74,70,77
male,divorced,100,100,99
male,married,67,67,70
female,divorced,91,98,98
female,married,65,78,78
female,divorced,79,89,86
female,married,97,94,90
female,married,59,65,65
female,divorced,93,100,100
female,single,70,87,82
female,married,77,83,92
male,single,64,65,53
female,married,61,78,83
female,single,32,49,44
female,divorced,58,68,67
male,single,75,81,76
male,married,62,55,57
female,married,64,74,72
female,married,58,59,63
female,single,97,100,100
female,married,77,80,78
male,married,47,51,51
female,married,59,56,62
male,single,60,57,59
male,married,62,62,61
female,married,41,48,48
female,married,51,60,58
female,married,68,75,76
male,married,87,77,70
female,married,45,55,51
female,single,83,84,92
female,married,71,88,84
female,married,63,74,77
male,married,62,67,68
female,married,65,78,73
male,married,76,63,62
female,widowed,45,60,57
female,married,75,84,76
female,married,66,80,75
male,,69,72,58
male,,71,78,70
male,single,67,65,63
female,single,77,81,79
male,single,100,94,93
female,single,62,70,75
male,married,56,40,43
female,married,63,85,85
male,divorced,95,86,89
male,divorced,71,49,47
male,divorced,62,54,53
female,divorced,96,99,100
male,married,77,70,71
female,single,62,73,70
female,married,57,65,66
male,married,58,54,47
female,married,49,56,59
male,married,93,74,76
female,married,55,62,64
male,married,61,63,64
female,single,76,82,82
male,single,88,74,76
female,married,55,66,68
male,married,82,88,82
female,married,83,88,97
female,divorced,67,70,77
male,single,63,57,55
male,divorced,78,65,68
male,married,57,55,57
female,single,55,58,59
male,single,64,60,58
male,single,58,50,43
male,married,66,71,68
female,divorced,74,90,87
female,single,84,95,97
male,married,64,55,55
male,single,70,75,70
female,married,41,57,59
female,married,44,59,53
male,single,67,66,63
female,single,71,91,92
female,married,49,62,62
male,divorced,66,74,69
male,married,74,77,77
male,married,55,51,45
female,,91,100,100
female,single,64,80,75
male,married,73,66,68
male,married,74,65,69
female,married,71,73,71
male,married,45,47,48
female,married,67,70,71
female,married,50,55,55
female,married,81,93,94
male,married,82,74,80
female,widowed,42,49,52
female,married,63,78,71
male,married,37,37,29
female,married,88,91,92
male,married,58,54,52
male,married,79,79,74
female,married,58,61,66
male,married,39,40,43
male,married,75,74,76
female,divorced,49,53,58
female,widowed,69,74,71
female,married,55,61,66
male,married,83,73,65
male,divorced,76,76,73
female,single,67,66,69
male,single,81,70,72
male,married,71,64,67
male,married,64,73,64
male,single,66,65,68
female,divorced,67,62,62
female,married,68,85,89
male,married,63,78,72
female,divorced,62,84,87
male,single,57,51,42
female,divorced,61,67,66
male,divorced,78,72,82
male,divorced,51,45,45
female,divorced,74,90,86
male,married,49,46,51
female,divorced,79,88,82
female,married,78,91,84
male,single,71,64,65
male,single,92,90,83
female,divorced,55,67,66
female,divorced,48,66,60
male,single,71,69,69
male,married,59,56,44
female,married,83,82,80
female,married,73,83,86
female,married,78,100,100
female,,66,74,71
male,married,72,74,75
female,divorced,88,96,100
female,married,72,78,79
female,married,65,82,81
female,single,74,75,86
male,divorced,71,71,69
male,married,32,23,27
male,single,60,57,56
male,divorced,73,57,53
male,married,82,81,70
female,single,51,65,58
male,married,48,55,51
female,single,62,74,75
female,single,76,94,94
female,married,86,84,91
female,married,46,53,59
female,married,67,76,77
female,single,61,64,66
male,married,83,80,78
female,married,56,55,60
female,married,55,64,59
female,married,61,79,78
male,married,64,61,55
female,married,68,79,82
male,,43,51,45
male,married,74,70,62
male,married,81,77,74
male,married,84,76,76
female,single,92,100,100
female,divorced,79,86,83
female,married,70,84,79
male,married,56,48,51
male,divorced,64,71,64
male,married,68,73,63
female,married,31,46,41
male,married,60,67,62
male,married,82,73,71
female,married,65,87,91
male,single,64,65,63
male,single,91,84,87
male,,60,57,56
male,married,76,80,75
male,divorced,72,64,59
female,married,40,61,53
male,single,53,61,60
male,married,88,74,66
female,single,53,70,64
female,single,38,48,48
female,single,59,71,77
female,single,78,92,92
male,divorced,60,54,58
female,married,75,95,94
male,married,89,81,77
male,divorced,87,88,81
female,married,60,74,73
male,married,42,39,38
male,single,88,81,83
male,divorced,79,65,66
male,married,70,59,60
female,married,58,55,56
male,married,64,54,50
female,single,57,85,83
male,single,71,61,52
female,married,58,78,76
female,married,36,43,48
female,married,59,65,70
female,single,55,56,57
female,married,75,88,91
male,married,78,97,94
male,married,53,42,41
female,married,70,87,81
female,single,81,84,92
female,married,68,87,87
female,divorced,45,69,67
male,married,95,92,89
female,single,66,74,70
male,single,84,69,73
female,married,58,71,67
male,single,66,60,59
female,divorced,42,50,52
male,married,39,31,28
male,married,79,90,82
female,married,68,73,72
female,married,48,55,59
male,single,52,46,52
male,married,73,71,70
female,single,85,97,94
male,divorced,57,57,56
male,married,52,56,55
female,married,79,84,86
male,married,58,63,60
male,single,79,76,71
male,married,81,84,77
male,married,73,71,61
female,married,83,98,98
male,single,91,87,78
female,married,82,79,88
female,single,51,65,62
male,,32,43,41
female,married,61,69,70
male,single,71,66,62
male,married,76,65,71
female,single,56,61,62
male,married,63,61,62
male,married,71,62,57
male,single,65,70,68
male,married,57,44,50
male,married,57,52,48
male,divorced,71,72,69
female,single,67,62,61
female,married,46,64,54
male,divorced,68,64,66
female,divorced,69,68,73
female,,32,43,40
male,single,32,41,33
female,married,51,57,57
female,single,81,96,90
female,divorced,49,69,68
female,divorced,77,85,85
male,married,95,86,82
female,married,79,95,92
male,single,93,77,76
female,single,78,84,82
female,single,62,83,73
female,divorced,74,74,76
female,married,79,89,90
female,married,65,71,80
male,divorced,49,51,46
male,divorced,72,59,70
female,divorced,75,82,81
female,single,32,46,47
male,single,88,81,79
female,single,51,60,52
female,married,70,77,76
female,divorced,37,51,55
female,married,90,96,97
female,married,66,65,75
female,divorced,49,73,66
female,married,58,80,75
male,married,70,59,63
female,married,47,53,54
female,married,83,99,99
female,single,64,73,69
male,divorced,45,54,48
male,married,53,64,58
male,married,47,53,47
female,married,50,55,63
female,married,63,73,73
female,married,80,82,80
male,single,64,83,69
female,divorced,47,59,57
male,married,93,83,87
male,divorced,81,86,80
male,single,67,66,58
female,married,59,73,71
female,married,57,66,68
female,married,42,50,56
male,single,93,91,90
female,single,69,68,63
female,single,50,51,48
male,married,90,81,77
male,widowed,73,66,68
male,single,74,65,64
female,married,83,85,88
female,single,49,55,54
male,married,62,61,50
female,married,81,85,85
male,widowed,28,17,17
female,single,85,91,88
male,married,58,57,53
female,married,51,65,57
male,divorced,43,44,35
female,single,89,84,84
male,divorced,64,69,59
female,single,70,82,84
female,married,62,79,76
male,divorced,63,54,54
male,married,97,96,100
male,married,98,88,80
female,married,78,70,72
male,divorced,89,78,77
male,single,54,51,51
female,divorced,62,79,78
male,divorced,52,41,38
male,single,77,69,74
male,,79,80,78
female,married,60,72,77
female,married,67,70,80
female,divorced,95,100,100
male,married,47,48,49
male,divorced,73,70,63
male,divorced,58,55,58
male,,81,84,78
male,single,58,53,55
male,married,90,81,79
male,married,82,75,74
male,widowed,71,72,67
male,single,57,57,53
female,married,80,80,78
female,single,57,68,64
male,divorced,72,70,69
female,married,82,86,86
male,divorced,63,62,61
female,divorced,45,57,55
male,single,96,76,78
female,married,72,69,79
female,single,67,81,84
female,,62,70,70
male,married,56,48,54
female,divorced,75,90,97
male,single,83,77,77
female,single,70,87,84
female,,66,75,75
female,married,54,56,57
male,single,63,56,54
male,married,67,69,65
male,single,53,62,57
female,divorced,75,86,85
female,divorced,53,78,76
female,married,78,88,81
male,married,70,72,73
male,married,67,78,76
male,married,70,64,67
male,married,73,60,61
female,married,56,63,60
female,divorced,78,89,87
female,married,53,71,65
female,,59,66,62
male,married,58,47,50
female,married,70,82,88
female,married,51,75,68
male,single,84,81,83
female,married,56,62,67
male,,81,64,69
male,divorced,57,60,53
female,married,75,84,87
female,married,89,85,94
female,,52,47,51
male,married,91,89,86
female,single,52,66,63
female,single,69,72,78
female,divorced,93,91,94
female,widowed,88,100,100
female,single,34,46,45
female,divorced,29,38,37
female,single,48,53,50
male,married,85,75,70
male,married,56,57,55
female,married,67,63,70
male,widowed,60,56,52
female,divorced,56,71,70
male,married,63,62,59
female,married,65,75,74
female,married,54,73,74
male,divorced,64,62,63
female,married,44,57,53
female,married,28,43,38
male,single,61,50,51
male,divorced,74,76,64
male,single,61,60,64
female,single,51,62,59
female,divorced,70,75,75
